catalog_id,category,title,release_date,authors,wiki_url_mmm,download_url_mmm_docman,youtube_longplay_url
EP-088,MMM-Episoden,Episode 088: Der alltägliche Wahnsinn,2012-10-28,JPJF,http://wiki.maniac-mansion-mania.de/wiki/Der_allt%C3%A4gliche_Wahnsinn,http://www.maniac-mansion-mania.com/index.php/de/ressourcen/downloads.html?task=doc_download&gid=391,https://www.youtube.com/watch?v=u4z3Yv4Arf8&list=PLF3YnSazju8E_2kO3nKy7oloZHG80C5l5&index=124
EP-089,MMM-Episoden,Episode 089: Der Weltrettungsalgorithmus - Die neue Version,2013-03-17,Kiwa,http://wiki.maniac-mansion-mania.de/wiki/Der_Weltrettungsalgorithmus,http://www.maniac-mansion-mania.com/index.php/de/ressourcen/downloads/doc_download/393-episode-89.html,https://www.youtube.com/watch?v=7aQaNgaZeFM&list=PLF3YnSazju8E_2kO3nKy7oloZHG80C5l5&index=125
EP-090,MMM-Episoden,Episode 090: Kofferpacken,2014-11-23,Cmdr,http://wiki.maniac-mansion-mania.de/wiki/Kofferpacken,http://www.maniac-mansion-mania.com/index.php/de/ressourcen/downloads.html?task=doc_download&gid=404,https://www.youtube.com/watch?v=bCUGkja5sTI&list=PLF3YnSazju8E_2kO3nKy7oloZHG80C5l5&index=126
EP-091,MMM-Episoden,Episode 091: Fels in der Brandung,2015-01-09,MalleTheRedPhoenix,http://wiki.maniac-mansion-mania.de/wiki/Fels_in_der_Brandung,http://www.maniac-mansion-mania.com/index.php/de/ressourcen/downloads.html?task=doc_download&gid=406,https://www.youtube.com/watch?v=QVEKv-QO64o&list=PLF3YnSazju8E_2kO3nKy7oloZHG80C5l5&index=129
EP-092,MMM-Episoden,Episode 092: Projekt False Start,2015-03-08,BlueCrystal,http://wiki.maniac-mansion-mania.de/wiki/Project_False_Start,http://www.maniac-mansion-mania.com/index.php/de/ressourcen/downloads.html?task=doc_download&gid=408,https://www.youtube.com/watch?v=d7v2CNUq8z8&list=PLF3YnSazju8E_2kO3nKy7oloZHG80C5l5&index=130
EP-093,MMM-Episoden,Episode 093: Murder at the Moonshine Mansion,2015-03-30,MisterL,http://wiki.maniac-mansion-mania.de/wiki/Murder_at_the_Moonshine_Mansion,http://www.maniac-mansion-mania.com/index.php/de/ressourcen/downloads/doc_download/409-episode-93.html,https://www.youtube.com/watch?v=Kzix7wNcdxA&list=PLF3YnSazju8E_2kO3nKy7oloZHG80C5l5&index=131
EP-094,MMM-Episoden,Episode 094: Maniac on the Mississippi,2015-11-13,Elvis,http://wiki.maniac-mansion-mania.de/wiki/Maniac_on_the_Mississippi,http://www.maniac-mansion-mania.com/index.php/de/spiele/episoden/staffel-10/1023-episode-94-murder-at-the-mississippi.html,https://www.youtube.com/watch?v=dlYt7GmGrrc&list=PLF3YnSazju8E_2kO3nKy7oloZHG80C5l5&index=132
EP-095,MMM-Episoden,Episode 095: Britney's Escape,2016-09-12,Liz; JPS,http://wiki.maniac-mansion-mania.de/wiki/Britney's_Flucht,http://www.maniac-mansion-mania.com/index.php/de/spiele/episoden/staffel-10/1045-episode-95-britney-s-escape.html,https://www.youtube.com/watch?v=Hi6Oh0PziZs&list=PLF3YnSazju8E_2kO3nKy7oloZHG80C5l5&index=133
EP-096,MMM-Episoden,Episode 096: Dave's Home Odyssey,2017-11-11,Kinkilla,http://wiki.maniac-mansion-mania.de/wiki/Dave's_Home_Odyssey,http://www.maniac-mansion-mania.com/index.php/de/component/docman/?task=doc_download&gid=428,https://www.youtube.com/watch?v=Din0jBLxSss&list=PLF3YnSazju8E_2kO3nKy7oloZHG80C5l5&index=136
EP-097,MMM-Episoden,Episode 097: Tollhaus Weihnachten,2017-12-24,Fatal hoch zwei,http://wiki.maniac-mansion-mania.de/wiki/Tollhaus_Weihnachten,http://www.maniac-mansion-mania.com/index.php/de/component/docman/?task=doc_download&gid=429,https://www.youtube.com/watch?v=_Vtaxnjl8EQ&list=PLF3YnSazju8E_2kO3nKy7oloZHG80C5l5&index=137
EP-098,MMM-Episoden,Episode 098: Maniac Apartment,2018-02-14,Magic Productions (Viktor Höchtl); Kinkilla,http://wiki.maniac-mansion-mania.de/wiki/Maniac_Apartment,http://www.maniac-mansion-mania.com/index.php/de/spiele/episoden/staffel-10/1078-episode-98-maniac-apartment.html,https://www.youtube.com/watch?v=lbVn9PHj_ts&list=PLF3YnSazju8E_2kO3nKy7oloZHG80C5l5&index=138
EP-099,MMM-Episoden,Episode 099: Die Premiere,2018-02-20,Kaktus,http://wiki.maniac-mansion-mania.de/wiki/Die_Premiere,https://www.maniac-mansion-mania.com/index.php/de/spiele/episoden/staffel-10/1080-episode-99-die-premiere.html,https://www.youtube.com/watch?v=h9zA4iu10Lk&list=PLF3YnSazju8E_2kO3nKy7oloZHG80C5l5&index=140
EP-100,MMM-Episoden,Episode 100: Money Mansion,2019-09-30,Cmdr,http://wiki.maniac-mansion-mania.de/wiki/Money_Mansion,https://www.maniac-mansion-mania.com/index.php/de/spiele/episoden/staffel-10/1096-episode-100-money-mansion.html,https://www.youtube.com/watch?v=_5u8kOAXobg&list=PLF3YnSazju8E_2kO3nKy7oloZHG80C5l5&index=141
EP-101,MMM-Episoden,Episode 101: Mit anderen Augen,2023-01-09,alphawolf300,http://wiki.maniac-mansion-mania.de/wiki/Mit_anderen_Augen,https://maniac-mansion-mania.com/index.php/de/spiele/episoden/staffel-11/1118-episode-101-mit-anderen-augen.html,https://www.youtube.com/watch?v=FmFZMhUqz0o&list=PLF3YnSazju8E_2kO3nKy7oloZHG80C5l5&index=143
EP-102,MMM-Episoden,Episode 102: Michaels Nacht,2025-01-18,alphawolf300,http://wiki.maniac-mansion-mania.de/wiki/Michaels_Nacht,https://www.maniac-mansion-mania.com/index.php/de/spiele/episoden/staffel-11/1143-episode-102-michaels-nacht.html,https://www.youtube.com/watch?v=XCRXqR2PdCU&list=PLF3YnSazju8E_2kO3nKy7oloZHG80C5l5&index=144
XS-001,Mini Masterpieces,MMMMM #1: Eds Paket,2015-07-05,Kiwa,http://wiki.maniac-mansion-mania.de/wiki/Eds_Paket,https://www.maniac-mansion-mania.com/index.php?option=com_docman&task=doc_download&gid=412,https://www.youtube.com/watch?v=ISGQ2_KrvT8&list=PLF3YnSazju8E6vEfW_2HpdS-EvYo8dL01&index=2&pp=iAQB
XS-002,Mini Masterpieces,MMMMM #2: Wendy im finsteren Keller (Version 2.0),2015-07-05,fireorange,http://wiki.maniac-mansion-mania.de/wiki/Wendy_im_finsteren_Keller,http://www.maniac-mansion-mania.com/index.php/de/spiele/mini-episoden/413-mmmmm-2.html,https://www.youtube.com/watch?v=Tln5zAj7XjY&list=PLF3YnSazju8E6vEfW_2HpdS-EvYo8dL01&index=9&pp=iAQB
XS-003,Mini Masterpieces,MMMMM #3: Harrys verwegener Tag,,,,,https://www.youtube.com/watch?v=6-8QJBc7-w0&list=PLF3YnSazju8E6vEfW_2HpdS-EvYo8dL01&index=5&pp=iAQB0gcJCQMLAYcqIYzv
XS-004,Mini Masterpieces,MMMMM #4: Bertholds Rückkehr,2020-04-16,Cone Arex,http://wiki.maniac-mansion-mania.de/wiki/Bertholds_R%C3%BCckkehr,https://www.maniac-mansion-mania.com/index.php/de/spiele/mini-episoden/448-mmmmm-4-bertholds-rueckkehr/file.html,https://www.youtube.com/watch?v=VrmXieaaa9I&list=PLF3YnSazju8E6vEfW_2HpdS-EvYo8dL01&index=6&pp=iAQB
XS-005,Mini Masterpieces,MMMMM #5: Marcys Bestimmung,2020-05-03,fireorange,http://wiki.maniac-mansion-mania.de/wiki/Marcys_Bestimmung,https://www.maniac-mansion-mania.com/index.php?option=com_docman&task=doc_download&gid=449,https://www.youtube.com/watch?v=Y-d9sFD7QcY&list=PLF3YnSazju8E6vEfW_2HpdS-EvYo8dL01&index=8&pp=iAQB
MD-001,Maniac Dungeon,Raum 01: The great Escape from Maniac Dungeon,2006-11-13,Rayman; MisterL,http://wiki.maniac-mansion-mania.de/wiki/The_great_Escape_from_Maniac_Dungeon,http://www.maniac-mansion-mania.com/index.php?option=com_docman&task=doc_download&gid=70,https://www.youtube.com/watch?v=FouMxpS91yc&list=PLF3YnSazju8E0A-CEFAJHF-YLPfltjCcs&index=1
MD-002,Maniac Dungeon,Raum 02: Der Bunker,2006-11-16,MalleTheRedPhoenix,http://wiki.maniac-mansion-mania.de/wiki/Der_Bunker,http://www.maniac-mansion-mania.com/index.php?option=com_docman&task=doc_download&gid=71,https://www.youtube.com/watch?v=kjO-ofeg46Y&list=PLF3YnSazju8E0A-CEFAJHF-YLPfltjCcs&index=2
MD-003,Maniac Dungeon,Raum 03: Der Verbindungstunnel,2006-11-23,Nall-chan,http://wiki.maniac-mansion-mania.de/wiki/Der_Verbindungstunnel,http://www.maniac-mansion-mania.com/index.php?option=com_docman&task=doc_download&gid=72,https://www.youtube.com/watch?v=gZpEVukMkOY&list=PLF3YnSazju8E0A-CEFAJHF-YLPfltjCcs&index=3
MD-004,Maniac Dungeon,Raum 04: Die Grotte,2006-12-13,Kaktus,http://wiki.maniac-mansion-mania.de/wiki/Die_Grotte,http://www.maniac-mansion-mania.com/index.php?option=com_docman&task=doc_download&gid=73,https://www.youtube.com/watch?v=K9RCM4apA0U&list=PLF3YnSazju8E0A-CEFAJHF-YLPfltjCcs&index=4
MD-005,Maniac Dungeon,Raum 05: Tief unter der Erde,2007-01-15,Quallenfischer,http://wiki.maniac-mansion-mania.de/wiki/Tief_unter_der_Erde,http://www.maniac-mansion-mania.com/index.php?option=com_docman&task=doc_download&gid=74,https://www.youtube.com/watch?v=kgJpIao7PV4&list=PLF3YnSazju8E0A-CEFAJHF-YLPfltjCcs&index=5
MD-006,Maniac Dungeon,Raum 06: The Race,2009-02-13,Rocco,http://wiki.maniac-mansion-mania.de/wiki/The_Race,http://www.maniac-mansion-mania.com/index.php?option=com_docman&task=doc_download&gid=306,https://www.youtube.com/watch?v=1WAx42EF8rQ&list=PLF3YnSazju8E0A-CEFAJHF-YLPfltjCcs&index=6
MD-007,Maniac Dungeon,Raum 07: Das unheimliche Wesen aus einem fremden Raum,2007-04-15,fireorange,http://wiki.maniac-mansion-mania.de/wiki/Das_unheimliche_Wesen_aus_einem_fremden_Raum,http://www.maniac-mansion-mania.com/index.php?option=com_docman&task=doc_download&gid=144,https://www.youtube.com/watch?v=MclZq03DH5I&list=PLF3YnSazju8E0A-CEFAJHF-YLPfltjCcs&index=7
MD-008,Maniac Dungeon,Raum 08: Die Brücke,2007-04-18,Problem,http://wiki.maniac-mansion-mania.de/wiki/Die_Br%C3%BCcke,http://www.maniac-mansion-mania.com/index.php?option=com_docman&task=doc_download&gid=146,https://www.youtube.com/watch?v=6pnCcSwtV28&list=PLF3YnSazju8E0A-CEFAJHF-YLPfltjCcs&index=9
MD-009,Maniac Dungeon,"Raum 09: Und dann gab's wirklich, echt überhaupt gar keins mehr, ehrlich!",2007-04-22,MisterL,http://wiki.maniac-mansion-mania.de/wiki/Und_dann_gab%27s_wirklich_echt_%C3%BCberhaupt_gar_keins_mehr_ehrlich!,http://www.maniac-mansion-mania.com/index.php?option=com_docman&task=doc_download&gid=147,https://www.youtube.com/watch?v=pbrmNxePgAw&list=PLF3YnSazju8E0A-CEFAJHF-YLPfltjCcs&index=10
MD-010,Maniac Dungeon,Raum 10: Die neue Gefahr,2007-06-09,hansa_export,http://wiki.maniac-mansion-mania.de/wiki/Die_neue_Gefahr,http://www.maniac-mansion-mania.com/index.php?option=com_docman&task=doc_download&gid=154,https://www.youtube.com/watch?v=enFXBW_32Z8&list=PLF3YnSazju8E0A-CEFAJHF-YLPfltjCcs&index=11
MD-011,Maniac Dungeon,Raum 11: Die vergrabene Gruft,2008-03-09,Timer,http://wiki.maniac-mansion-mania.de/wiki/Die_vergrabene_Gruft,http://www.maniac-mansion-mania.com/index.php?option=com_docman&task=doc_download&gid=275,https://www.youtube.com/watch?v=qub3LG9fEV4&list=PLF3YnSazju8E0A-CEFAJHF-YLPfltjCcs&index=12
MD-012,Maniac Dungeon,Raum 12: Die Holozelle,2008-06-08,linus,http://wiki.maniac-mansion-mania.de/wiki/Die_Holozelle,http://www.maniac-mansion-mania.com/index.php?option=com_docman&task=doc_download&gid=286,https://www.youtube.com/watch?v=V4I92Enggzc&list=PLF3YnSazju8E0A-CEFAJHF-YLPfltjCcs&index=13
MD-013,Maniac Dungeon,Raum 13: Der Trockenraum,2008-07-01,Endres,http://wiki.maniac-mansion-mania.de/wiki/Der_Trockenraum,http://www.maniac-mansion-mania.com/index.php?option=com_docman&task=doc_download&gid=288,https://www.youtube.com/watch?v=OO6GHK_Js8U&list=PLF3YnSazju8E0A-CEFAJHF-YLPfltjCcs&index=14
MD-014,Maniac Dungeon,Raum 14: Vor der Tür,2008-08-31,eX,http://wiki.maniac-mansion-mania.de/wiki/Vor_der_T%C3%BCr,http://www.maniac-mansion-mania.com/index.php?option=com_docman&task=doc_download&gid=291,https://www.youtube.com/watch?v=fKts2B6BXIM&list=PLF3YnSazju8E0A-CEFAJHF-YLPfltjCcs&index=15
MD-015,Maniac Dungeon,Raum 15: Die unterirdische Kulturstätte,2009-08-10,fireorange,http://wiki.maniac-mansion-mania.de/wiki/Die_unterirdische_Kulturst%C3%A4tte,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=334,https://www.youtube.com/watch?v=xihq32Djpa8&list=PLF3YnSazju8E0A-CEFAJHF-YLPfltjCcs&index=16
MD-016,Maniac Dungeon,Raum 16: Die U-Bahn-Station,2009-09-21,1mal_volltanken,http://wiki.maniac-mansion-mania.de/wiki/Die_U-Bahn-Station,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=335,https://www.youtube.com/watch?v=rR6NejPkrVQ&list=PLF3YnSazju8E0A-CEFAJHF-YLPfltjCcs&index=17
MD-017,Maniac Dungeon,Raum 17: Wahnsinnsfahrt im Geisterzug,2009-12-03,1mal_volltanken,http://wiki.maniac-mansion-mania.de/wiki/Wahnsinnsfahrt_im_Geisterzug,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=341,https://www.youtube.com/watch?v=hGyhEtX_oIM&list=PLF3YnSazju8E0A-CEFAJHF-YLPfltjCcs&index=18
MD-018,Maniac Dungeon,Raum 18: Die perfekte Welle,2009-12-03,fireorange,http://wiki.maniac-mansion-mania.de/wiki/Die_perfekte_Welle,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=342,https://www.youtube.com/watch?v=m6jE66ejYyM&list=PLF3YnSazju8E0A-CEFAJHF-YLPfltjCcs&index=19
MD-019,Maniac Dungeon,Raum 19: Weihnachts-Edition,2009-12-24,ManiacTwister,http://wiki.maniac-mansion-mania.de/wiki/Weihnachts-Edition,http://www.maniac-mansion-mania.com/index.php?option=com_docman&task=doc_download&gid=345,https://www.youtube.com/watch?v=-lNiq6iA6o4&list=PLF3YnSazju8E0A-CEFAJHF-YLPfltjCcs&index=20
MD-020,Maniac Dungeon,Raum 20: Die Pharaonen-Grabkammer,2011-03-07,Rayman,http://wiki.maniac-mansion-mania.de/wiki/Die_Pharaonen-Grabkammer,http://www.maniac-mansion-mania.com/index.php?option=com_docman&task=doc_download&gid=371,https://www.youtube.com/watch?v=lzCVwE5dpnk&list=PLF3YnSazju8E0A-CEFAJHF-YLPfltjCcs&index=21
MD-021,Maniac Dungeon,Raum 21: Durch Raum (21) und Zeit,2014-09-24,Champ,http://wiki.maniac-mansion-mania.de/wiki/Durch_Raum_(21)_und_Zeit,https://maniac-mansion-mania.com/index.php/de/ressourcen/downloads.html?task=doc_download&gid=402,https://www.youtube.com/watch?v=0MHN9yWorM4&list=PLF3YnSazju8E0A-CEFAJHF-YLPfltjCcs&index=22
MD-022,Maniac Dungeon,Raum 22: Unter Affen,2024-09-05,Timo Walter,http://wiki.maniac-mansion-mania.de/wiki/Unter_Affen,https://maniac-mansion-mania.com/index.php/de/ressourcen/downloads.html?task=doc_download&gid=468,https://www.youtube.com/watch?v=fYvi0GwSg9w&list=PLF3YnSazju8E0A-CEFAJHF-YLPfltjCcs&index=23
MD-023,Maniac Dungeon,Raum 23: (R)ausgefallen,,,,,https://www.youtube.com/watch?v=c0wge2nTPig&list=PLF3YnSazju8E0A-CEFAJHF-YLPfltjCcs&index=24
HS-001,Halloween Specials,Episode H05-1: Halloween Special 2005,2005-10-31,ZENSIERT,http://wiki.maniac-mansion-mania.de/wiki/Ohne_Titel,http://www.maniac-mansion-mania.com/index.php?option=com_docman&task=doc_download&gid=59,https://www.youtube.com/watch?v=EuzmqTKkaYc&list=PLF3YnSazju8H4Rc-lY6Ccp3E8nz34OJuh&index=1&t=1106s&pp=iAQB
HS-002,Halloween Specials,Episode H05-2: Escape from Maniac Mansion,2005-10-31,MisterL,http://wiki.maniac-mansion-mania.de/wiki/Escape_from_Maniac_Mansion,http://www.maniac-mansion-mania.com/index.php?option=com_docman&task=doc_download&gid=60,https://www.youtube.com/watch?v=ODhlwBVXGjg&list=PLF3YnSazju8H4Rc-lY6Ccp3E8nz34OJuh&index=2&pp=iAQB
HS-003,Halloween Specials,Episode H05-3: Day of the Dead,2005-10-31,Bòógieman,http://wiki.maniac-mansion-mania.de/wiki/Day_of_the_Dead,http://www.maniac-mansion-mania.com/index.php?option=com_docman&task=doc_download&gid=61,https://www.youtube.com/watch?v=LGIIqhJmEOY&list=PLF3YnSazju8H4Rc-lY6Ccp3E8nz34OJuh&index=3&pp=iAQB
HS-004,Halloween Specials,Episode H05-4: MMM-HORROR,2005-10-31,ManiakFreak,http://wiki.maniac-mansion-mania.de/wiki/MMM-Horror,http://www.maniac-mansion-mania.com/index.php?option=com_docman&task=doc_download&gid=62,https://www.youtube.com/watch?v=oxyRiz37CV8&list=PLF3YnSazju8H4Rc-lY6Ccp3E8nz34OJuh&index=4&pp=iAQB
HS-005,Halloween Specials,Episode H05-5: REDRUM - Wer ist der Mörder,2005-10-31,Kate,http://wiki.maniac-mansion-mania.de/wiki/Redrum,http://www.maniac-mansion-mania.com/index.php?option=com_docman&task=doc_download&gid=63,https://www.youtube.com/watch?v=xHirXiHbKFo&list=PLF3YnSazju8H4Rc-lY6Ccp3E8nz34OJuh&index=5&pp=iAQB
HS-006,Halloween Specials,Episode H06-1: The Curse of Maniac Mansion,2006-10-31,Rayman,http://wiki.maniac-mansion-mania.de/wiki/The_Curse_of_Maniac_Mansion,http://www.maniac-mansion-mania.com/index.php?option=com_docman&task=doc_download&gid=64,https://www.youtube.com/watch?v=NpneJE8nH8g&list=PLF3YnSazju8H4Rc-lY6Ccp3E8nz34OJuh&index=6&pp=iAQB
HS-007,Halloween Specials,"Episode H06-2: Häää, ich glaub ich spinne!!!",2006-10-31,MisterL; Rocco,http://wiki.maniac-mansion-mania.de/wiki/H%C3%A4%3F_Ich_glaub'_ich_spinne!,http://www.maniac-mansion-mania.com/index.php?option=com_docman&task=doc_download&gid=65,https://www.youtube.com/watch?v=zNyaGxv2LHY&list=PLF3YnSazju8H4Rc-lY6Ccp3E8nz34OJuh&index=7&pp=iAQB
HS-008,Halloween Specials,Episode H10-1: Das Monster aus der Racoon Lagoon,2010-10-31,fireorange,http://wiki.maniac-mansion-mania.de/wiki/Das_Monster_aus_der_Racoon_Lagoon,http://www.maniac-mansion-mania.com/index.php?option=com_docman&task=doc_download&gid=359&Itemid=39,https://www.youtube.com/watch?v=IfDj58DcNZ0&list=PLF3YnSazju8H4Rc-lY6Ccp3E8nz34OJuh&index=8&pp=iAQB
HS-009,Halloween Specials,Episode H10-2: TMMCMFH,2010-11-12,Bòógieman,http://wiki.maniac-mansion-mania.de/wiki/TMMCMFH,http://www.maniac-mansion-mania.com/index.php?option=com_docman&task=doc_download&gid=360,https://www.youtube.com/watch?v=IphMZ4QfRGA&list=PLF3YnSazju8H4Rc-lY6Ccp3E8nz34OJuh&index=9&pp=iAQB
HS-010,Halloween Specials,Episode H10-3: Und Bernard läutet zur Geisterstunde,2010-11-21,WeirdEd strikes back,http://wiki.maniac-mansion-mania.de/wiki/Und_Bernard_l%C3%A4utet_zur_Geisterstunde,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=362,https://www.youtube.com/watch?v=x5OXFQYaWMI&list=PLF3YnSazju8H4Rc-lY6Ccp3E8nz34OJuh&index=10&pp=iAQB
HS-011,Halloween Specials,Episode H10-4: Bad and Mad,2010-12-11,Rayman,http://wiki.maniac-mansion-mania.de/wiki/Bad_and_Mad,http://www.maniac-mansion-mania.com/index.php?option=com_docman&task=doc_download&gid=363,https://www.youtube.com/watch?v=YoqFxudlD_0&list=PLF3YnSazju8H4Rc-lY6Ccp3E8nz34OJuh&index=11&pp=iAQB
HS-012,Halloween Specials,Episode H11-1: Man stirbt nur zweimal,,,,,https://www.youtube.com/watch?v=DJXbsC3cxKg&list=PLF3YnSazju8H4Rc-lY6Ccp3E8nz34OJuh&index=12&pp=iAQB
HL-001,Halloween Specials,Ronville Viper,,,http://wiki.maniac-mansion-mania.de/wiki/Ronville_Viper,,https://www.youtube.com/watch?v=SPs5zjBAfPk&list=PLF3YnSazju8H4Rc-lY6Ccp3E8nz34OJuh&index=18&pp=iAQB
XC-001,Christmas Specials,#01: A Xmas-Odysee,2008-12-11,LilaQ,http://wiki.maniac-mansion-mania.de/wiki/A_Christmas_Odyssey,http://www.maniac-mansion-mania.com/index.php?option=com_docman&task=doc_download&gid=302,https://www.youtube.com/watch?v=4cK6vDC9osE&list=PLF3YnSazju8H4Rc-lY6Ccp3E8nz34OJuh&index=16&pp=iAQB
XC-002,Christmas Specials,#02: Three Days Before Christmas,2015-12-21,fireorange,http://wiki.maniac-mansion-mania.de/wiki/Three_Days_Before_Christmas,http://www.maniac-mansion-mania.com/index.php/de/ressourcen/downloads/episoden/specials/417-x-mas-2015/file.html,https://www.youtube.com/watch?v=ucCHaz7i7QI&list=PLF3YnSazju8H4Rc-lY6Ccp3E8nz34OJuh&index=17&pp=iAQB
MH-001,Meteorhead Series,#01: Meteorhead,Created on 12 June 2007.,Rocco,,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=155,https://www.youtube.com/watch?v=BjeKRF3ck6w&list=PLF3YnSazju8EctrcVvL-wLq8KhcVgAzM9&index=1&pp=iAQB
MH-002,Meteorhead Series,#02: Meteorhead 2: Return of an idiot,Created on 15 July 2007.,fireorange,,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=159,https://www.youtube.com/watch?v=laa6cOeSpQM&list=PLF3YnSazju8EctrcVvL-wLq8KhcVgAzM9&index=2&pp=iAQB
MH-003,Meteorhead Series,#03: Meteorhead III: All ways 1337 to Rome,Created on 17 July 2007.,fireorange,,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=160,https://www.youtube.com/watch?v=Ba22RAgdrDE&list=PLF3YnSazju8EctrcVvL-wLq8KhcVgAzM9&index=3&pp=iAQB
MH-004,Meteorhead Series,#04: Meteorhead IV: Forgotten Memories,Created on 17 July 2007.,fireorange,,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=161,https://www.youtube.com/watch?v=xhwFh4l3z0Y&list=PLF3YnSazju8EctrcVvL-wLq8KhcVgAzM9&index=4&pp=iAQB
MH-005,Meteorhead Series,#05: Meteorhead V: Die Universalkraft,Created on 04 October 2007.,fireorange,,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=174,https://www.youtube.com/watch?v=eIEEZFnHCBE&list=PLF3YnSazju8EctrcVvL-wLq8KhcVgAzM9&index=5&pp=iAQB
MH-006,Meteorhead Series,#06: Meteorhead VI: Verbannt ins Exühl,Created on 27 October 2007.,Fatal hoch zwei,,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=186,https://www.youtube.com/watch?v=Gr88olw_ElU&list=PLF3YnSazju8EctrcVvL-wLq8KhcVgAzM9&index=6&pp=iAQB
MH-007,Meteorhead Series,#07: Meteorhead Man und Peter Pommes retten die Fast Food-Industrie,Created on 07 December 2007.,DarthConan,,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=190,https://www.youtube.com/watch?v=WGWUwVwu8fE&list=PLF3YnSazju8EctrcVvL-wLq8KhcVgAzM9&index=7&pp=iAQB
MH-008,Meteorhead Series,#08: Meteorhead VIII: Rettet Meteorhead Man,Created on 05 January 2008.,DarthConan,,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=192,https://www.youtube.com/watch?v=L0sSgG6xegM&list=PLF3YnSazju8EctrcVvL-wLq8KhcVgAzM9&index=8&pp=iAQB
MH-009,Meteorhead Series,#09: Meteorhead IX: Razors Mutation,Created on 23 March 2008.,fireorange,,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=277,https://www.youtube.com/watch?v=evSNfNjqkqk&list=PLF3YnSazju8EctrcVvL-wLq8KhcVgAzM9&index=9&t=14s&pp=iAQB
MH-010,Meteorhead Series,#10: Meteorhead X: Eine Frage der Ausrede,Created on 06 April 2008.,fireorange,,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=279,https://www.youtube.com/watch?v=JwTVM1PUJhw&list=PLF3YnSazju8EctrcVvL-wLq8KhcVgAzM9&index=10&pp=iAQB
MH-011,Meteorhead Series,#11: Meteorhead XI: Die Klauung des güldenen Headgars,Created on 21 April 2008.,fireorange,,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=281,https://www.youtube.com/watch?v=gT1OTcDlzWk&list=PLF3YnSazju8EctrcVvL-wLq8KhcVgAzM9&index=11&pp=iAQB
MH-012,Meteorhead Series,#12: [UNRELEASED] Meteorhead XII: Krieg der Honkianer,,Cone Arex,,,https://www.youtube.com/watch?v=n0cDOhcJ7mQ&list=PLF3YnSazju8E-sGCq4OJns68G1xHHb4Y-&index=23
MH-013,Meteorhead Series,#13: Meteorhead XIII: Universale Veränderungen,Created on 18 October 2012.,fireorange,,https://www.maniac-mansion-mania.com/index.php/en/resources-mainmenu-76/downloads.html?task=doc_download&gid=390,https://www.youtube.com/watch?v=6s-0RtsaF4A&list=PLF3YnSazju8EctrcVvL-wLq8KhcVgAzM9&index=12&pp=iAQB0gcJCQQLAYcqIYzv
MH-014,Meteorhead Series,#14: Meteorhead XIV: A Road Movie,Created on 31 August 2013.,BlueGryphon,,https://www.maniac-mansion-mania.com/index.php/en/resources-mainmenu-76/downloads.html?task=doc_download&gid=394,https://www.youtube.com/watch?v=Xqe2SpD0Mco&list=PLF3YnSazju8EctrcVvL-wLq8KhcVgAzM9&index=13&pp=iAQB
MH-015,Meteorhead Series,#15: Meteorhead: Die unverträgliche Dreistigkeit des Schweins,Created on 16 October 2017.,fireorange,,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=427,https://www.youtube.com/watch?v=yrxkZ9e_cp0&list=PLF3YnSazju8EctrcVvL-wLq8KhcVgAzM9&index=14&pp=iAQB
MH-016,Meteorhead Series,#16: Meteorhead: The Final Chapter - Die Qual des Wals,Created on 24 December 2017.,fireorange,,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=430,https://www.youtube.com/watch?v=q1h9CP7AfC0&list=PLF3YnSazju8EctrcVvL-wLq8KhcVgAzM9&index=15&pp=iAQB
FG-001,Fan Games,LeChuck Stories,(wrong) Created on 30 March 2007.,MisterL,,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=93,https://www.youtube.com/watch?v=yA5xkCifIak
